GEMBASE_NAME,ASSEMBLY_NAME,ASSEMBLY_ACC,STUDY_ID,SAMPLE_ID,CONTIG_ACC,Isolation source,Strain Category,phylogroup
ESCO.0216.01338,H030,GCA_902849245,PRJEB34791,ERS3883953,CADHNN010000001-CADHNN010000211,Host-associated,Human_Extra-intestinal,G
ESCO.0216.01339,C2_106,GCA_902849105,PRJEB34791,ERS3883954,CADHNR010000001-CADHNR010000216,Host-associated,Poultry_Meat,G
ESCO.0216.01340,GNB_2829,GCA_902849115,PRJEB34791,ERS3883955,CADHNT010000001-CADHNT010000219,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01341,C2_27,GCA_902849205,PRJEB34791,ERS3883956,CADHNX010000001-CADHNX010000257,Host-associated,Poultry_Meat,G
ESCO.0216.01342,C3_65,GCA_902849215,PRJEB34791,ERS3883957,CADHNY010000001-CADHNY010000236,Host-associated,Poultry_Meat,G
ESCO.0216.01343,E7641,GCA_902849175,PRJEB34791,ERS3883958,CADHNU010000001-CADHNU010000241,Environmental,Water,F
ESCO.0216.01344,C2_100,GCA_902849275,PRJEB34791,ERS3883959,CADHNZ010000001-CADHNZ010000268,Host-associated,Poultry_Meat,G
ESCO.0216.01345,B1663,GCA_902849265,PRJEB34791,ERS3883960,CADHOB010000001-CADHOB010000195,Host-associated,Bird_Faecal,F
ESCO.0216.01346,17_1_R20,GCA_902849285,PRJEB34791,ERS3883961,CADHOA010000001-CADHOA010000242,Host-associated,Human_Intestinal,F
ESCO.0216.01347,GNB_2809,GCA_902849305,PRJEB34791,ERS3883962,CADHOI010000001-CADHOI010000241,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01349,C2_102,GCA_902849345,PRJEB34791,ERS3883963,CADHOC010000001-CADHOC010000277,Host-associated,Poultry_Meat,G
ESCO.0216.01350,B1665,GCA_902849355,PRJEB34791,ERS3883964,CADHOH010000001-CADHOH010000207,Host-associated,Bird_Faecal,F
ESCO.0216.01351,B1664,GCA_902849405,PRJEB34791,ERS3883965,CADHOL010000001-CADHOL010000213,Host-associated,Bird_Faecal,F
ESCO.0216.01352,B1661,GCA_902849425,PRJEB34791,ERS3883966,CADHOE010000001-CADHOE010000234,Host-associated,Bird_Faecal,F
ESCO.0216.01353,B1510,GCA_902849395,PRJEB34791,ERS3883967,CADHOQ010000001-CADHOQ010000210,Host-associated,Bird_Faecal,F
ESCO.0216.01354,GNB_2781,GCA_902849445,PRJEB34791,ERS3883968,CADHOM010000001-CADHOM010000246,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01355,B1827,GCA_902849295,PRJEB34791,ERS3883969,CADHOR010000001-CADHOR010000197,Host-associated,Bird_Faecal,F
ESCO.0216.01356,E8769,GCA_902849415,PRJEB34791,ERS3883970,CADHON010000001-CADHON010000271,Environmental,Water,G
ESCO.0216.01357,C3_72,GCA_902849315,PRJEB34791,ERS3883971,CADHOF010000001-CADHOF010000282,Host-associated,Poultry_Meat,G
ESCO.0216.01358,71_1_AC1,GCA_902849435,PRJEB34791,ERS3883972,CADHOJ010000001-CADHOJ010000284,Host-associated,Human_Intestinal,F
ESCO.0216.01360,H352,GCA_902849325,PRJEB34791,ERS3883973,CADHOD010000001-CADHOD010000327,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01361,GNB_3697,GCA_902849455,PRJEB34791,ERS3883974,CADHOP010000001-CADHOP010000295,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01362,TA326,GCA_902849365,PRJEB34791,ERS3883975,CADHOK010000001-CADHOK010000396,Host-associated,Mammal_Faecal,F
ESCO.0216.01363,H366,GCA_902849335,PRJEB34791,ERS3883976,CADHOO010000001-CADHOO010000291,Host-associated,Human_Faecal,F
ESCO.0216.01364,C4_94,GCA_902849375,PRJEB34791,ERS3883977,CADHOS010000001-CADHOS010000298,Host-associated,Poultry_Meat,G
ESCO.0216.01365,W2_79,GCA_902849385,PRJEB34791,ERS3883978,CADHOG010000001-CADHOG010000286,Host-associated,Poultry_Meat,D
ESCO.0216.01366,C4_85,GCA_902849465,PRJEB34791,ERS3883979,CADHOU010000001-CADHOU010000293,Host-associated,Poultry_Meat,G
ESCO.0216.01367,A3_58,GCA_902849485,PRJEB34791,ERS3883980,CADHOV010000001-CADHOV010000296,Host-associated,Poultry_Meat,F
ESCO.0216.01368,W2_80,GCA_902849475,PRJEB34791,ERS3883981,CADHOT010000001-CADHOT010000291,Host-associated,Poultry_Meat,D
ESCO.0216.01369,C2_13,GCA_902849585,PRJEB34791,ERS3883982,CADHPF010000001-CADHPF010000307,Host-associated,Poultry_Meat,G
ESCO.0216.01370,WA1,GCA_902849505,PRJEB34791,ERS3883983,CADHOY010000001-CADHOY010000371,Host-associated,Poultry_Meat,F
ESCO.0216.01371,E5627,GCA_902849555,PRJEB34791,ERS3883984,CADHOW010000001-CADHOW010000307,Environmental,Water,F
ESCO.0216.01372,E2516,GCA_902849635,PRJEB34791,ERS3883985,CADHPD010000001-CADHPD010000309,Environmental,Water,G
ESCO.0216.01373,C4_93,GCA_902849495,PRJEB34791,ERS3883986,CADHPM010000001-CADHPM010000315,Host-associated,Poultry_Meat,G
ESCO.0216.01374,E6387,GCA_902849655,PRJEB34791,ERS3883987,CADHPL010000001-CADHPL010000300,Environmental,Water,F
ESCO.0216.01375,GNB_2711,GCA_902849575,PRJEB34791,ERS3883988,CADHOZ010000001-CADHOZ010000309,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01376,26_AU_GLYBX,GCA_902858915,PRJEB34791,ERS3883989,CADIGT010000001-CADIGT010000352,Host-associated,Human_Intestinal,F
ESCO.0216.01377,WA27,GCA_902849535,PRJEB34791,ERS3883990,CADHPC010000001-CADHPC010000363,Host-associated,Poultry_Meat,F
ESCO.0216.01378,A2_10,GCA_902849515,PRJEB34791,ERS3883991,CADHPJ010000001-CADHPJ010000362,Host-associated,Poultry_Meat,F
ESCO.0216.01379,2H_290_1,GCA_902849615,PRJEB34791,ERS3883992,CADHOX010000001-CADHOX010000316,Host-associated,Human_Faecal,G
ESCO.0216.01380,2H_434_21,GCA_902849625,PRJEB34791,ERS3883993,CADHPK010000001-CADHPK010000374,Host-associated,Human_Faecal,G
ESCO.0216.01381,C4_86,GCA_902849525,PRJEB34791,ERS3883994,CADHPB010000001-CADHPB010000331,Host-associated,Poultry_Meat,G
ESCO.0216.01382,C1_123,GCA_902849645,PRJEB34791,ERS3883995,CADHPH010000001-CADHPH010000330,Host-associated,Poultry_Meat,G
ESCO.0216.01383,W3_62,GCA_902849595,PRJEB34791,ERS3883996,CADHPA010000001-CADHPA010000300,Host-associated,Poultry_Meat,D
ESCO.0216.01384,W3_67,GCA_902849565,PRJEB34791,ERS3883997,CADHPG010000001-CADHPG010000377,Host-associated,Poultry_Meat,D
ESCO.0216.01385,WA26,GCA_902849605,PRJEB34791,ERS3883998,CADHPI010000001-CADHPI010000382,Host-associated,Poultry_Meat,F
ESCO.0216.01386,W2_77,GCA_902849545,PRJEB34791,ERS3883999,CADHPE010000001-CADHPE010000330,Host-associated,Poultry_Meat,D
ESCO.0216.01387,2H_40_2,GCA_902849685,PRJEB34791,ERS3884000,CADHPP010000001-CADHPP010000352,Host-associated,Human_Faecal,F
ESCO.0216.01388,A2_14,GCA_902849675,PRJEB34791,ERS3884001,CADHPO010000001-CADHPO010000394,Host-associated,Poultry_Meat,F
ESCO.0216.01389,M1115,GCA_902849665,PRJEB34791,ERS3884002,CADHPN010000001-CADHPN010000384,Host-associated,Mammal_Faecal,F
ESCO.0216.01391,WA14,GCA_902849795,PRJEB34791,ERS3884003,CADHPW010000001-CADHPW010000423,Host-associated,Poultry_Meat,F
ESCO.0216.01394,WA25,GCA_902849775,PRJEB34791,ERS3884004,CADHPX010000001-CADHPX010000442,Host-associated,Poultry_Meat,F
ESCO.0216.01395,H038,GCA_902849725,PRJEB34791,ERS3884005,CADHPR010000001-CADHPR010000347,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01396,C2_108,GCA_902849825,PRJEB34791,ERS3884006,CADHQE010000001-CADHQE010000475,Host-associated,Poultry_Meat,F
ESCO.0216.01397,C1_121,GCA_902849745,PRJEB34791,ERS3884007,CADHPZ010000001-CADHPZ010000406,Host-associated,Poultry_Meat,F
ESCO.0216.01398,2H_273_2,GCA_902849715,PRJEB34791,ERS3884008,CADHPS010000001-CADHPS010000372,Host-associated,Human_Faecal,F
ESCO.0216.01399,H615,GCA_902849805,PRJEB34791,ERS3884009,CADHPQ010000001-CADHPQ010000358,Host-associated,Human_Faecal,F
ESCO.0216.01400,H336,GCA_902849785,PRJEB34791,ERS3884010,CADHPV010000001-CADHPV010000370,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01401,H071,GCA_902849705,PRJEB34791,ERS3884011,CADHQB010000001-CADHQB010000402,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01402,12_GNB_213,GCA_902849695,PRJEB34791,ERS3884012,CADHPY010000001-CADHPY010000411,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01403,WA17,GCA_902849815,PRJEB34791,ERS3884013,CADHPU010000001-CADHPU010000448,Host-associated,Poultry_Meat,F
ESCO.0216.01404,E7648,GCA_902850055,PRJEB34791,ERS3884014,CADHRM010000001-CADHRM010000488,Environmental,Water,F
ESCO.0216.01405,H719,GCA_902850225,PRJEB34791,ERS3884015,CADHRI010000001-CADHRI010000399,Host-associated,Human_Faecal,F
ESCO.0216.01406,H396,GCA_902849735,PRJEB34791,ERS3884016,CADHQC010000001-CADHQC010000406,Host-associated,Human_Faecal,F
ESCO.0216.01407,W3_59,GCA_902850165,PRJEB34791,ERS3884017,CADHRS010000001-CADHRS010000411,Host-associated,Poultry_Meat,D
ESCO.0216.01408,E9213,GCA_902849835,PRJEB34791,ERS3884018,CADHQD010000001-CADHQD010000415,Environmental,Water,G
ESCO.0216.01409,2H_474_1b,GCA_902849765,PRJEB34791,ERS3884019,CADHPT010000001-CADHPT010000394,Host-associated,Human_Faecal,F
ESCO.0216.01410,W4_55,GCA_902849755,PRJEB34791,ERS3884020,CADHQA010000001-CADHQA010000417,Host-associated,Poultry_Meat,D
ESCO.0216.01411,C3_71,GCA_902850185,PRJEB34791,ERS3884021,CADHRO010000001-CADHRO010000533,Host-associated,Poultry_Meat,F
ESCO.0216.01412,A1_28,GCA_902850195,PRJEB34791,ERS3884022,CADHRG010000001-CADHRG010000510,Host-associated,Poultry_Meat,F
ESCO.0216.01414,17_2_DC14,GCA_902850205,PRJEB34791,ERS3884023,CADHRK010000001-CADHRK010000477,Host-associated,Human_Intestinal,F
ESCO.0216.01415,C16,GCA_902850075,PRJEB34791,ERS3884024,CADHRR010000001-CADHRR010000482,Host-associated,Human_Intestinal,B2
ESCO.0216.01416,E7143,GCA_902850115,PRJEB34791,ERS3884025,CADHRF010000001-CADHRF010000543,Environmental,Water,F
ESCO.0216.01417,W2_83,GCA_902850105,PRJEB34791,ERS3884026,CADHRN010000001-CADHRN010000486,Host-associated,Poultry_Meat,D
ESCO.0216.01418,W3_73,GCA_902850045,PRJEB34791,ERS3884027,CADHRQ010000001-CADHRQ010000467,Host-associated,Poultry_Meat,D
ESCO.0216.01419,W4_61,GCA_902850145,PRJEB34791,ERS3884028,CADHRP010000001-CADHRP010000525,Host-associated,Poultry_Meat,D
